PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA4100512,LOMA MAR MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100533,SKYLONDA MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100539,KINGS MOUNTAIN PARK MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100555,PORTOLA IMPROVEMENT ASSOCIATION,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4110019,O'CONNOR TRACT CO-OPERATIVE WATER CO.,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4110020,PALO ALTO PARK MUTUAL WATER COMPANY,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200014,WILSON ACRES MUTUAL WATER,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200535,LIVE OAK ACRES MWC INC.,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200545,MODERN VILLAGE MWC,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200548,LASSEN VIEW WATER DISTRICT,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200588,JUANITA COURT MUTUAL WATER,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200600,GURNSEY AVENUE MUTUAL WATER SYSTEM,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200645,SADDLEBACK MUTUAL WATER CO.,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5201140,ANTOINETTE MUTUAL WATER CO,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5700707,ROLLING ACRES MUTUAL WATER COMPANY,Yolo,SWRCB,Yolo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5800572,FAIRWAY DOWNS MUTUAL WATER CO,Yuba,SWRCB,Yuba-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,Yuba,SWRCB,Yuba-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4210024,LA CUMBRE MUTUAL WATER CO,Santa Barbara,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300517,CHEMEKETA PARK MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300522,LAKE CANYON MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300526,OAKMONT WATER SYSTEM,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300545,SARATOGA HEIGHTS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300551,HAPPY ACRES MWC,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300562,ROSEVIEW HEIGHTS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300571,SULLIVAN MUTUAL WATER,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300573,GREEN ACRES MUTUAL WATER,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300630,FOOTHILL MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300740,MOUNTAIN SPRINGS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300770,THREE SPRINGS RANCH MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300771,NEW AVENUE MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300792,ABORN HEIGHTS WATER MUTUAL ASSOCIATION,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300831,MT. EDEN MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300978,BRUSH AND OLD WELL MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4301013,ROCKWOOD ESTATES MUTUAL WATER COMPANY,Santa Clara,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4410016,FOREST LAKES MWC,Santa Cruz,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4510009,SHASTA FOREST VILLAGE M.W.C.,Shasta,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700549,LAKE SISKIYOU M.W.C.,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700551,COPCO LAKE MWC,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700686,SUN MOUNTAIN M.W.C.,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700872,MONTE SHASTA M.W.C.,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4700880,SISKIYOU LAKE HIGHLANDS MWC,Siskiyou,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900512,HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900513,MADRONE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900521,GILL CREEK MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900545,"BRANGER MUTUAL WATER COMPANY, INC.",Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900547,END-O-VALLEY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900548,HOLLAND HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900552,MICHELE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900553,PARK ROYAL MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900558,BELMONT TERRACE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900559,FIRCREST MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900560,KELLY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900561,WILLOWSIDE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900562,DIAMOND A MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900573,WILSHIRE HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900575,LOCH HAVEN MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900585,BENNETT RIDGE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900588,LAWNDALE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900599,RANDAL'S RANCHETTE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900603,RIEBLI MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900605,MARK WEST ACRES MWC,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900620,AUSTIN ACRES MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900630,AUSTIN CREEK MUTUAL (SPRINGHILL),Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900634,HUCKLEBERRY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900637,MAGIC MOUNTAIN MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900641,SUNRISE MOUNTAIN MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900653,LONE PINE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900660,YULUPA MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900667,COLLEGE PARK MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900673,ATHENA TERRACE MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900793,VINEHILL VISTAS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901062,KINNYBROOK MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901071,BOULEVARD HEIGHTS MUTUAL WATER,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901309,HILTON MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901355,TERRACE VIEW WATER SYSTEM,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4901381,LICHAU HYLANDS MUTUAL WATER COMPANY,Sonoma,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5101009,WILDWOOD EAST MUTUAL,Sutter,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301001,BUCKTAIL MUTUAL WATER COMPANY,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301017,RUSH CREEK MUTUAL WATER SYSTEM,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301101,TREASURE CREEK WOODS MWC,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301102,TRINITY KNOLLS MUTUAL WATER COMPANY,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5301104,COVINGTON MILL MWC-DIVISION B,Trinity,SWRCB,,MWC,Original,MWC,Private ancillary,Other commercial,, Covington Mill MWC-B seems to be run by FWS Forestry now / http://cmmwcb.org/about-us/,,,,,,,,,,,,,,,,
CA5301201,SEYMOUR'S MUTUAL WATER SYSTEM,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5304102,TRINITY VILLAGE MUTUAL WATER,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5304501,SALYER MUTUAL WC (FORMERLY RIVERVIEW AC),Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5310003,TRINITY CENTER M.W.C. .,Trinity,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400506,NORTH KAWEAH MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400536,KINGS RIVER ESTATES MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400556,RIVER RETREAT MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400567,TOOLEVILLE MUTUAL NON PROFIT WATER ASSN,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400647,YOKOHL MUTUAL WATER CO,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400655,CENTRAL MUTUAL WATER CO,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400670,TRIPLE R MUTUAL WATER CO,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400682,PLAINVIEW MWC - CENTRAL WATER,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400718,WILLIAMS MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400728,GRIER MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400754,SOUTH KAWEAH MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400805,SOULTS MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400816,BEDEL MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5400881,SUNRISE MUTUAL WATER CO.,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5401026,DEER MEADOW MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5403084,FAIRWAY MUTUAL WATER CO,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5403110,SIERRA MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5403144,ALI MUTUAL WATER CO,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5410022,CAMP NELSON WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5410039,PLAINVIEW MUTUAL WATER COMPANY,Tulare,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500040,BLUEBELL VALLEY MWC,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500041,ALPINE ACRES MUTUAL WATER CO,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500042,BELLEVIEW OAKS MUTUAL WATER CO,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500053,LEISURE PINES MUTUAL WATER CO,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500060,MI WUK HEIGHTS MWC,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500064,MULLER MUTUAL WATER COMPANY,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500074,SIERRA VILLAGE MUTUAL WATER CO,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5500080,TWAIN HARTE VALLEY MWC,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5510006,MI WUK VILLAGE MUT WTR CO,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5510023,SONORA MEADOWS MUTUAL WTR CO,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5510026,PHOENIX LAKE ESTATES CC MWC,Tuolumne,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601104,CASITAS MUTUAL WATER COMPANY,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601110,MIDDLE ROAD MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601116,SAN CAYETANO MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601117,SENIOR CANYON MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601119,SIETE ROBLES MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601120,SISAR MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601122,TICO MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601125,COMMUNITY MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5601141,SOUTH MOUNTAIN MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602103,CYPRESS MUTUAL WATER CO INC,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602104,DEL NORTE MUTUAL WATER CO.,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602108,GARDEN ACRES MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602111,NYELAND ACRES MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602115,SAVIERS ROAD MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602117,STRICKLAND ACRES,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602130,SOLANO VERDE MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5602132,WATERS ROAD DOMESTIC USERS GROUP,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610001,DEMPSEY ROAD MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610008,PLEASANT VALLEY MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610029,VINEYARD AVENUE ACRES MWC,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610035,RIO MANOR MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610056,VINEYARD AVE ESTATES MWC,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610058,CRESTVIEW MUTUAL WATER CO,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5610068,CLOVERDALE MUTUAL WATER CO.,Ventura,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA0910019,LAKESIDE PARK ASSOCIATION,El Dorado,SWRCB,,PA,Consolidations,PA,Mutual Benefit Corporation,HOA,,,,,,,,,,,,,,,,,,
CA5510004,PINECREST PERMITTEES ASSN,Tuolumne,SWRCB,,PA,Consolidations,PA,Mutual Benefit Corporation,HOA,,,,,,,,,,,,,,,,,,
CA0103040,NORRIS CANYON PROPERTY OWNERS ASSN,Alameda,SWRCB,,PA,Original,PA,Mutual Benefit Corporation,MWC,,,,,,,,,,,,,,,,,,
CA0400090,MOUNTAIN VILLAGE HOMEOWNER'S ASSOC,Butte,LPA34,,PA,Original,PA,Mutual Benefit Corporation,HOA,,,,,,,,,,,,,,,,,,
CA0510011,SNOWSHOE SPRINGS ASSN.,Calaveras,SWRCB,,PA,Original,PA,Mutual Benefit Corporation,HOA,,,,,,,,,,,,,,,,,,
CA0800825,JED SMITH HOMEOWNERS ASSN.,Del Norte,SWRCB,,PA,Original,PA,Mutual Benefit Corporation,HOA,,"not registered as mutual benefit, not in HOA database but in LAFCO documentation about potential consolidation which they are considering is calle dhOWA",,,,,,,,,,,,,,,,
CA0910015,TAHOE KEYS WATER COMPANY,El Dorado,SWRCB,NO,PA,Original,PA,Unknown,Unknown,,terminated stock corp,,,,,,,,,,,,,,,,
CA1000069,SHAVER LAKE HEIGHTS WATER ASSN,Fresno,SWRCB,,PA,Original,PA,Mutual Benefit Corporation,Unknown,,Registered mutual benefit but not registered MWC says on website they are jsut a nonprofit mutual benefit corp: https://shaverlakeheights.org/,,,,,,,,,,,,,,,,
CA1500398,FRONTIER TRAILS HOMEOWNERS ASSOC INC.,Kern,SWRCB,,PA,Original,PA,Mutual Benefit Corporation,Unknown,,,,,,,,,,,,,,,,,,
CA1500489,BRITE LAKE MUTUAL WATER COMPANY,Kern,SWRCB,,PA,Original,PA,Mutual Benefit Corporation,MWC,,,,,,,,,,,,,,,,,,
CA1500493,"EL ADOBE POA, INC.",Kern,SWRCB,,PA,Original,PA,Non-profit corporation,,,,,,,,,,,,,,,,,,,
